timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond,prediction
1746285486.739404,1,136.77.97.182010.0.0.101,136.77.97.182,0,10.0.0.1,0,1,0,8,1,168000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,140.170.185.95010.0.0.101,140.170.185.95,0,10.0.0.1,0,1,0,8,1,322000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,146.127.193.34010.0.0.101,146.127.193.34,0,10.0.0.1,0,1,0,8,0,224000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,146.136.194.7010.0.0.101,146.136.194.7,0,10.0.0.1,0,1,0,8,0,224000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,149.17.93.237010.0.0.101,149.17.93.237,0,10.0.0.1,0,1,0,8,1,331000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,149.5.225.117010.0.0.101,149.5.225.117,0,10.0.0.1,0,1,0,8,0,581000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,149.95.82.70010.0.0.101,149.95.82.70,0,10.0.0.1,0,1,0,8,0,877000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,15.46.82.19010.0.0.101,15.46.82.19,0,10.0.0.1,0,1,0,8,0,341000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,150.246.198.80010.0.0.101,150.246.198.80,0,10.0.0.1,0,1,0,8,1,568000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,151.124.255.100010.0.0.101,151.124.255.100,0,10.0.0.1,0,1,0,8,1,164000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,152.111.167.27010.0.0.101,152.111.167.27,0,10.0.0.1,0,1,0,8,0,397000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,152.111.81.233010.0.0.101,152.111.81.233,0,10.0.0.1,0,1,0,8,0,169000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,152.152.170.95010.0.0.101,152.152.170.95,0,10.0.0.1,0,1,0,8,1,273000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,152.235.76.167010.0.0.101,152.235.76.167,0,10.0.0.1,0,1,0,8,0,397000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,152.79.215.174010.0.0.101,152.79.215.174,0,10.0.0.1,0,1,0,8,1,322000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,155.37.223.56010.0.0.101,155.37.223.56,0,10.0.0.1,0,1,0,8,1,168000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,155.57.40.129010.0.0.101,155.57.40.129,0,10.0.0.1,0,1,0,8,1,84000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,155.67.152.160010.0.0.101,155.67.152.160,0,10.0.0.1,0,1,0,8,1,38000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,158.18.105.95010.0.0.101,158.18.105.95,0,10.0.0.1,0,1,0,8,0,885000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,158.189.4.57010.0.0.101,158.189.4.57,0,10.0.0.1,0,1,0,8,1,537000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,158.56.86.43010.0.0.101,158.56.86.43,0,10.0.0.1,0,1,0,8,0,800000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,167.100.81.50010.0.0.101,167.100.81.50,0,10.0.0.1,0,1,0,8,0,877000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,167.114.150.153010.0.0.101,167.114.150.153,0,10.0.0.1,0,1,0,8,0,581000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,170.242.81.21010.0.0.101,170.242.81.21,0,10.0.0.1,0,1,0,8,0,581000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,171.17.110.13010.0.0.101,171.17.110.13,0,10.0.0.1,0,1,0,8,1,439000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,171.80.79.160010.0.0.101,171.80.79.160,0,10.0.0.1,0,1,0,8,1,168000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,172.166.37.247010.0.0.101,172.166.37.247,0,10.0.0.1,0,1,0,8,0,169000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,172.246.251.53010.0.0.101,172.246.251.53,0,10.0.0.1,0,1,0,8,0,212000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,173.106.237.94010.0.0.101,173.106.237.94,0,10.0.0.1,0,1,0,8,1,288000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,173.18.84.168010.0.0.101,173.18.84.168,0,10.0.0.1,0,1,0,8,0,581000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,174.37.205.43010.0.0.101,174.37.205.43,0,10.0.0.1,0,1,0,8,1,404000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,175.92.128.255010.0.0.101,175.92.128.255,0,10.0.0.1,0,1,0,8,0,638000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,177.165.183.75010.0.0.101,177.165.183.75,0,10.0.0.1,0,1,0,8,1,38000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,177.170.237.246010.0.0.101,177.170.237.246,0,10.0.0.1,0,1,0,8,0,800000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,178.155.211.150010.0.0.101,178.155.211.150,0,10.0.0.1,0,1,0,8,0,877000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,183.198.106.42010.0.0.101,183.198.106.42,0,10.0.0.1,0,1,0,8,1,264000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,184.149.7.128010.0.0.101,184.149.7.128,0,10.0.0.1,0,1,0,8,0,740000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,184.237.5.173010.0.0.101,184.237.5.173,0,10.0.0.1,0,1,0,8,0,649000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,185.79.47.149010.0.0.101,185.79.47.149,0,10.0.0.1,0,1,0,8,0,212000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,190.193.57.194010.0.0.101,190.193.57.194,0,10.0.0.1,0,1,0,8,0,397000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,190.213.175.110010.0.0.101,190.213.175.110,0,10.0.0.1,0,1,0,8,0,516000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,190.81.235.185010.0.0.101,190.81.235.185,0,10.0.0.1,0,1,0,8,0,516000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,193.144.114.205010.0.0.101,193.144.114.205,0,10.0.0.1,0,1,0,8,0,516000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,193.149.200.46010.0.0.101,193.149.200.46,0,10.0.0.1,0,1,0,8,1,201000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,193.236.235.37010.0.0.101,193.236.235.37,0,10.0.0.1,0,1,0,8,1,38000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,194.207.238.152010.0.0.101,194.207.238.152,0,10.0.0.1,0,1,0,8,0,740000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,194.237.155.35010.0.0.101,194.237.155.35,0,10.0.0.1,0,1,0,8,0,638000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,194.37.105.255010.0.0.101,194.37.105.255,0,10.0.0.1,0,1,0,8,0,758000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,198.225.21.75010.0.0.101,198.225.21.75,0,10.0.0.1,0,1,0,8,1,537000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,199.78.10.213010.0.0.101,199.78.10.213,0,10.0.0.1,0,1,0,8,1,288000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,2.183.158.116010.0.0.101,2.183.158.116,0,10.0.0.1,0,1,0,8,0,256000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,2.218.26.81010.0.0.101,2.218.26.81,0,10.0.0.1,0,1,0,8,0,327000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,2.234.212.97010.0.0.101,2.234.212.97,0,10.0.0.1,0,1,0,8,0,649000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,2.240.43.69010.0.0.101,2.240.43.69,0,10.0.0.1,0,1,0,8,0,212000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,2.6.255.95010.0.0.101,2.6.255.95,0,10.0.0.1,0,1,0,8,0,257000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,2.69.21.184010.0.0.101,2.69.21.184,0,10.0.0.1,0,1,0,8,0,327000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,2.8.174.132010.0.0.101,2.8.174.132,0,10.0.0.1,0,1,0,8,0,740000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,200.147.90.47010.0.0.101,200.147.90.47,0,10.0.0.1,0,1,0,8,1,456000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,201.86.37.170010.0.0.101,201.86.37.170,0,10.0.0.1,0,1,0,8,1,38000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,204.10.28.35010.0.0.101,204.10.28.35,0,10.0.0.1,0,1,0,8,1,456000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,205.75.247.218010.0.0.101,205.75.247.218,0,10.0.0.1,0,1,0,8,0,649000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,207.223.254.147010.0.0.101,207.223.254.147,0,10.0.0.1,0,1,0,8,1,92000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,207.77.53.29010.0.0.101,207.77.53.29,0,10.0.0.1,0,1,0,8,0,169000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,208.57.175.158010.0.0.101,208.57.175.158,0,10.0.0.1,0,1,0,8,0,877000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,209.128.172.128010.0.0.101,209.128.172.128,0,10.0.0.1,0,1,0,8,1,84000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,21.124.5.150010.0.0.101,21.124.5.150,0,10.0.0.1,0,1,0,8,1,84000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,211.6.50.238010.0.0.101,211.6.50.238,0,10.0.0.1,0,1,0,8,1,142000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,211.77.100.193010.0.0.101,211.77.100.193,0,10.0.0.1,0,1,0,8,1,92000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,212.237.105.154010.0.0.101,212.237.105.154,0,10.0.0.1,0,1,0,8,0,800000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,213.114.111.19010.0.0.101,213.114.111.19,0,10.0.0.1,0,1,0,8,0,341000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,213.237.86.4010.0.0.101,213.237.86.4,0,10.0.0.1,0,1,0,8,1,537000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,215.242.140.152010.0.0.101,215.242.140.152,0,10.0.0.1,0,1,0,8,1,273000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,215.34.164.18010.0.0.101,215.34.164.18,0,10.0.0.1,0,1,0,8,0,37000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,218.175.140.152010.0.0.101,218.175.140.152,0,10.0.0.1,0,1,0,8,0,397000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,220.56.111.110010.0.0.101,220.56.111.110,0,10.0.0.1,0,1,0,8,1,322000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,223.237.255.170010.0.0.101,223.237.255.170,0,10.0.0.1,0,1,0,8,1,84000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,223.53.78.182010.0.0.101,223.53.78.182,0,10.0.0.1,0,1,0,8,0,877000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,225.175.7.37010.0.0.101,225.175.7.37,0,10.0.0.1,0,1,0,8,0,516000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,228.103.58.170010.0.0.101,228.103.58.170,0,10.0.0.1,0,1,0,8,0,649000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,230.135.209.136010.0.0.101,230.135.209.136,0,10.0.0.1,0,1,0,8,1,142000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,230.56.63.103010.0.0.101,230.56.63.103,0,10.0.0.1,0,1,0,8,1,84000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,234.168.103.193010.0.0.101,234.168.103.193,0,10.0.0.1,0,1,0,8,0,740000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,235.158.227.52010.0.0.101,235.158.227.52,0,10.0.0.1,0,1,0,8,1,568000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,235.176.29.95010.0.0.101,235.176.29.95,0,10.0.0.1,0,1,0,8,1,439000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,235.244.213.255010.0.0.101,235.244.213.255,0,10.0.0.1,0,1,0,8,0,649000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,235.5.21.197010.0.0.101,235.5.21.197,0,10.0.0.1,0,1,0,8,1,164000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,236.27.170.175010.0.0.101,236.27.170.175,0,10.0.0.1,0,1,0,8,1,540000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,237.179.114.37010.0.0.101,237.179.114.37,0,10.0.0.1,0,1,0,8,0,877000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,238.126.213.233010.0.0.101,238.126.213.233,0,10.0.0.1,0,1,0,8,0,649000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,24.37.168.245010.0.0.101,24.37.168.245,0,10.0.0.1,0,1,0,8,0,212000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,241.244.100.100010.0.0.101,241.244.100.100,0,10.0.0.1,0,1,0,8,1,92000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,242.7.223.190010.0.0.101,242.7.223.190,0,10.0.0.1,0,1,0,8,0,581000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,242.8.140.237010.0.0.101,242.8.140.237,0,10.0.0.1,0,1,0,8,1,404000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,244.245.58.8010.0.0.101,244.245.58.8,0,10.0.0.1,0,1,0,8,0,800000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,244.47.52.207010.0.0.101,244.47.52.207,0,10.0.0.1,0,1,0,8,1,404000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,245.165.17.175010.0.0.101,245.165.17.175,0,10.0.0.1,0,1,0,8,0,800000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,247.136.23.136010.0.0.101,247.136.23.136,0,10.0.0.1,0,1,0,8,1,168000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,247.225.4.178010.0.0.101,247.225.4.178,0,10.0.0.1,0,1,0,8,0,397000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,251.179.190.57010.0.0.101,251.179.190.57,0,10.0.0.1,0,1,0,8,0,224000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,251.215.80.228010.0.0.101,251.215.80.228,0,10.0.0.1,0,1,0,8,1,322000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,252.200.160.203010.0.0.101,252.200.160.203,0,10.0.0.1,0,1,0,8,0,800000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,252.251.81.87010.0.0.101,252.251.81.87,0,10.0.0.1,0,1,0,8,0,420000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,252.56.238.240010.0.0.101,252.56.238.240,0,10.0.0.1,0,1,0,8,1,84000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,254.52.110.3010.0.0.101,254.52.110.3,0,10.0.0.1,0,1,0,8,1,288000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,255.105.40.201010.0.0.101,255.105.40.201,0,10.0.0.1,0,1,0,8,0,397000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,255.173.95.47010.0.0.101,255.173.95.47,0,10.0.0.1,0,1,0,8,0,989000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,255.18.223.203010.0.0.101,255.18.223.203,0,10.0.0.1,0,1,0,8,1,537000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,255.254.94.144010.0.0.101,255.254.94.144,0,10.0.0.1,0,1,0,8,0,397000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,255.255.194.112010.0.0.101,255.255.194.112,0,10.0.0.1,0,1,0,8,1,168000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,26.151.200.77010.0.0.101,26.151.200.77,0,10.0.0.1,0,1,0,8,1,288000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,26.221.220.21010.0.0.101,26.221.220.21,0,10.0.0.1,0,1,0,8,0,877000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,27.8.35.166010.0.0.101,27.8.35.166,0,10.0.0.1,0,1,0,8,1,331000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,28.100.173.153010.0.0.101,28.100.173.153,0,10.0.0.1,0,1,0,8,0,581000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,28.111.149.95010.0.0.101,28.111.149.95,0,10.0.0.1,0,1,0,8,0,469000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,28.19.27.152010.0.0.101,28.19.27.152,0,10.0.0.1,0,1,0,8,0,169000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,3.230.201.26010.0.0.101,3.230.201.26,0,10.0.0.1,0,1,0,8,1,322000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,35.57.200.128010.0.0.101,35.57.200.128,0,10.0.0.1,0,1,0,8,0,516000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,37.176.112.81010.0.0.101,37.176.112.81,0,10.0.0.1,0,1,0,8,0,469000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,37.95.175.183010.0.0.101,37.95.175.183,0,10.0.0.1,0,1,0,8,0,877000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,40.132.168.35010.0.0.101,40.132.168.35,0,10.0.0.1,0,1,0,8,0,583000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,40.81.55.32010.0.0.101,40.81.55.32,0,10.0.0.1,0,1,0,8,0,169000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,44.114.240.213010.0.0.101,44.114.240.213,0,10.0.0.1,0,1,0,8,1,537000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,46.213.34.35010.0.0.101,46.213.34.35,0,10.0.0.1,0,1,0,8,1,439000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,47.211.47.171010.0.0.101,47.211.47.171,0,10.0.0.1,0,1,0,8,1,201000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,52.234.28.173010.0.0.101,52.234.28.173,0,10.0.0.1,0,1,0,8,1,322000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,53.140.91.154010.0.0.101,53.140.91.154,0,10.0.0.1,0,1,0,8,1,38000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1746285486.739404,1,53.254.220.151010.0.0.101,53.254.220.151,0,10.0.0.1,0,1,0,8,1,84000000,20,100,0,0,0,0.0,0.0,0.0,0.0,1
1746285486.739404,1,56.165.37.193010.0.0.101,56.165.37.193,0,10.0.0.1,0,1,0,8,1,84000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
